index,arcticposition,arcticperimeter,arcticarea1,arcticarea2,arcticarea3,medposition,medperimeter,medarea1,medarea2,medarea3
53,19.9748255,5971.88130922363,882.706344479893,2562.303,2902.448,15.9798604,1902.84563350033,348.478131141855,1574.601,2062.53
54,20.351709,6128.54112616703,902.995505570114,2592.882,2937.062,16.2813672,1971.76741767028,356.267669045718,1595.317,2076.253
55,20.7285925,6391.67471397081,940.051206670762,2627.028,2970.964,16.582874,2041.31050488794,361.057297384854,1601.499,2090.208
56,21.105476,6583.02794055843,960.419910817623,2649.26,3000.496,16.8843808,2087.92414684465,384.948622611506,1612.017,2102.648
57,21.4823595,6873.37971209234,1010.78771061174,2711.001,3033.77,17.1858876,2163.42291245303,402.169694374166,1635.078,2116.141
58,21.859243,7107.9804290057,1024.99182786897,2745.769,3073.067,17.4873944,2213.02185783934,406.646832133643,1653.962,2129.94
59,22.2361265,7252.70616195444,1037.8323498695,2770.281,3106.913,17.7889012,2263.68549094231,419.322586373991,1663.178,2142.152
60,22.61301,7496.97100934846,1069.69502570091,2804.567,3144.24,18.090408,2287.67227120175,416.709028798661,1677.431,2153.26
61,22.9898935,7641.32391586516,1079.84812871637,2838.828,3183.263,18.3919148,2360.0013160453,418.828283093439,1702.537,2164.137
62,23.366777,7904.48023085202,1119.77874314988,2884.735,3220.382,18.6934216,2442.92801492971,435.515280047227,1714.391,2176.228
63,23.7436605,8100.53819261966,1142.70418840304,2924.331,3258.853,18.9949284,2490.01588290453,439.867421574841,1727.366,2185.92
64,24.120544,8318.18051710506,1171.22037420865,2971.718,3294.841,19.2964352,2573.39040422341,461.622447566007,1745.089,2199.264
65,24.4974275,8498.65157251126,1186.0721992128,3023.683,3331.341,19.597942,2600.34993602608,456.24192794897,1747.891,2207.91
66,24.874311,8717.52036726222,1214.60542995912,3049.178,3369.632,19.8994488,2682.25717861833,468.747232782231,1775.143,2220.066
67,25.2511945,8883.01012949863,1233.60485720238,3104.362,3405.287,20.2009556,2730.67909997237,472.320988684149,1784.661,2228.639
68,25.628078,9141.94319577317,1260.22337294242,3149.89,3441.418,20.5024624,2784.8131992526,484.485394703236,1788.021,2240.722
69,26.0049615,9354.43673144894,1296.08592819346,3202.456,3470.839,20.8039692,2872.67688163822,501.541698705712,1802.199,2249.034
70,26.381845,9502.19290692287,1311.0968393109,3206.68,3500.34,21.105476,2909.05108288618,492.968093529251,1818.521,2257.732
71,26.7587285,9635.91072671893,1334.95975630303,3266.704,3536.408,21.4069828,2979.31427316862,494.178284319567,1828.433,2269.822
72,27.135612,9759.23629116255,1338.72100655275,3303.764,3564.774,21.7084896,3019.19758068773,497.740676927679,1841.898,2278.423
73,27.5124955000001,9838.52348106722,1343.80608053083,3336.93,3585.944,22.0099964,3074.66573334717,501.234889772956,1851.391,2289.646
74,27.889379,10063.7834477439,1389.10585128758,3379.153,3608.738,22.3115032,3107.72044482739,507.683559007736,1855.53,2296.062
75,28.2662625000001,10312.5295650481,1425.69565734219,3403.402,3626.07,22.61301,3176.7789076981,523.955795737613,1873.345,2304.355
76,28.6431460000001,10455.4842282999,1423.84912209875,3438.614,3650.842,22.9145168,3198.29822680617,518.001429783384,1882.845,2309.729
77,29.0200295000001,10527.5047289486,1428.25808009539,3463.66,3669.153,23.2160236,3281.61895655314,541.142777618855,1893.546,2316.313
78,29.3969130000001,10706.3778798724,1447.02455981564,3500.639,3690.045,23.5175304,3301.58582561281,538.807620741767,1907.389,2322.833
79,29.7737965000001,10788.4057959106,1455.91633721866,3511.394,3703.797,23.8190372,3359.432591739,548.17097483773,1912.942,2329.107
80,30.1506800000001,10875.4192878915,1458.78556890462,3502.619,3714.309,24.120544,3443.86108706961,569.823731184644,1934.193,2334.415
81,30.5275635000001,10933.0933348221,1485.4836277013,3531.16,3724.74,24.4220508,3495.62361023271,580.783628060319,1943.757,2341.382
82,30.9044470000001,11015.4768646385,1482.16554591001,3543.041,3727.945,24.7235576,3493.84648756064,571.335049260813,1945.08,2346.32
83,31.2813305000001,11056.0423964935,1494.17654746272,3537.314,3733.11,25.0250644,3563.5586176411,586.70390413313,1956.051,2350.554
84,31.6582140000001,11096.8869309824,1500.49453881873,3545.483,3731.769,25.3265712,3647.96200917634,611.214528872198,1965.43,2357.358
85,32.0350975000001,11017.7245369281,1528.75505051371,3537.28,3733.175,25.628078,3703.71024121083,619.168834536244,1972.651,2361.434
86,32.4119810000001,11055.2919904651,1528.18120417652,3554.943,3731.003,25.9295848,3693.23985193899,594.459352155575,1977.378,2363.274
87,32.7888645000001,11114.030502103,1505.13076269149,3545.514,3722.232,26.2310916,3753.88978835247,591.448079297043,1979.77,2366.594
88,33.1657480000001,10984.3503445386,1524.57335839318,3534.72,3719.224,26.5325984,3748.49610688573,588.323173500454,1978.013,2368.979
89,33.5426315000001,10977.3924225926,1521.38595448066,3529.269,3710.02,26.8341052,3822.56255750605,602.612515461222,1987.833,2372.438
90,33.9195150000001,10940.3177998598,1518.73830702391,3497.356,3699.898,27.135612,3782.15826973147,591.675345173159,1983.157,2372.167
91,34.2963985000001,10982.0164241183,1501.09111174354,3506.093,3689.689,27.4371188,3787.81894028618,616.464370610468,1982.757,2373.687
92,34.6732820000001,10755.9600585862,1500.77293951698,3492.586,3680.898,27.7386255999999,3790.32741811358,584.539196663129,1981.646,2373.387
93,35.0501655000001,10669.201003822,1494.84130015036,3478.685,3668.559,28.0401324,3799.20487904661,583.601724924152,1986.568,2370.076
94,35.4270490000001,10588.8684924799,1489.90394899175,3464.491,3655.262,28.3416391999999,3749.5497655138,563.500058181727,1978.672,2367.671
95,35.8039325,10439.3053374572,1500.05705200721,3434.606,3642.796,28.6431459999999,3809.34637352263,581.033620524046,1971.648,2363.211
96,36.180816,10435.3949399644,1444.74621940758,3433.604,3622.672,28.9446527999999,3785.63447346251,580.459774186854,1971.521,2360.008
97,36.5576995,10261.5841991671,1445.30870245096,3406.583,3600.709,29.2461595999999,3752.19016889279,576.664434055724,1959.979,2353.499
98,36.934583,10035.2889938927,1446.43935018464,3390.7,3580.108,29.5476663999999,3737.58040238937,575.749688904358,1958.324,2345.686
99,37.3114665,9942.31982354371,1402.17932081113,3362.5,3563.368,29.8491731999999,3786.99255385833,584.471016900294,1949.378,2338.633
100,37.68835,9709.48776157439,1374.45856557193,3319.432,3544.583,30.1506799999999,3691.54000946981,564.715930618946,1935.212,2327.107
101,38.0652335,9545.48464426849,1361.77144803777,3303.323,3525.639,30.4521867999999,3716.51778124683,565.869304940233,1924.388,2318
102,38.442117,9335.40110181686,1338.84032113771,3278.286,3505.394,30.7536935999999,3631.95346099226,545.392649502217,1902.881,2307.198
103,38.8190005,9132.12970405493,1311.90363317111,3254.518,3482.132,31.0552003999999,3668.36132618297,571.88048736349,1889.052,2291.829
104,39.195884,8932.61122851786,1284.25673934164,3219.305,3460.277,31.3567071999999,3659.85821447977,572.397517231653,1878.837,2278.957
105,39.5727675,8594.21587656101,1267.48451768431,3189.887,3441.554,31.6582139999999,3629.94529738296,570.391895874933,1865.248,2264.658
106,39.949651,8468.39156358277,1221.82112152579,3151.279,3414.827,31.9597207999999,3526.77088866873,536.233834694758,1847.979,2250.449
107,40.3265345,8237.64745256019,1182.66889271797,3126.889,3389.51,32.2612275999999,3461.44468188751,523.10354870218,1823.71,2230.704
108,40.703418,7936.38602949752,1163.97627440746,3092.767,3361.526,32.5627343999999,3437.28962016794,525.075080177482,1807.89,2215.103
109,41.0803015,7708.21597835796,1137.63047771876,3040.216,3345.29,32.8642411999999,3410.10931512905,521.546777450788,1794.876,2196.581
110,41.457185,7521.44757486936,1082.38782488196,2980.078,3329.262,33.1657479999999,3383.88786046275,534.97819072922,1771.866,2180.778
111,41.8340685,7292.27765671886,1056.81473217205,2935.128,3308.702,33.4672547999999,3324.54611223048,521.711545210971,1755.602,2159.827
112,42.210952,7078.74507549233,1024.83842340259,2886.698,3284.278,33.7687615999999,3307.57418353412,528.768150664361,1731.728,2140.877
113,42.5878355,6858.74946430736,1011.64563929408,2780.838,3255.847,34.0702683999999,3227.58311888175,514.331085884117,1707.155,2125.364
114,42.964719,6648.06918418008,987.845220417873,2724.988,3229.519,34.3717751999999,3179.72319445922,515.171969625745,1686.173,2109.729
115,43.3416025,6487.66142126848,961.601693373424,2687.603,3200.904,34.6732819999999,3111.34090300197,507.819918533405,1661.531,2097.533
116,43.718486,6296.09055940681,921.926753050543,2596.258,3181.038,34.9747887999999,3065.85071651514,502.473488797786,1632.735,2084.265
117,44.0953695,6103.06747793743,903.77389119581,2543.371,3153.924,35.2762955999999,3002.54912460949,498.149755504687,1607.562,2079.647
118,44.472253,5900.66585989919,877.280371687633,2466.333,3130.69,35.5778023999999,2814.31420378938,429.930221141686,1567.976,2065.55
119,44.8491365,5772.15645046538,865.422774601302,2451.38,3108.98,35.8793091999999,2743.48381742232,429.089337400059,1539.438,2046.851
120,45.22602,5566.30557068042,829.293181945824,2356.127,3082.428,36.1808159999999,2648.28571022032,410.544441909026,1508.677,2025.716
121,45.6029035,5395.25492228838,810.867601039752,2323.397,3057.975,36.4823227999999,2553.82989491072,393.317688499463,1474.181,2004.025
122,45.979787,5277.11383351181,793.828341977985,2266.373,3033.263,36.7838295999999,2492.27122334122,384.442956037149,1443.665,1980.646
123,46.3566705,5058.89036883269,768.834777252172,2235.535,3003.791,37.0853363999999,2385.20569099402,373.642145274755,1410.552,1957.715
124,46.733554,4937.21583138472,754.46021058786,2192.137,2971.452,37.3868431999999,2315.61737234431,374.528482191606,1377.612,1934.585
125,47.1104375,4787.81360506628,734.330135610921,2150.442,2931.989,37.6883499999999,2220.16818894254,355.176792840363,1340.324,1909.991
126,47.487321,4618.02017586959,720.353284229812,2095.013,2894.635,37.9898567999999,2105.12810088286,339.48408409458,1300.766,1882.399
127,47.8642045,4462.93293660373,697.763056143921,2023.602,2866.581,38.2913635999999,2073.52107888575,337.893222961771,1265.713,1852.487
128,48.241088,4307.35112067357,675.973940271338,1983.289,2829.914,38.5928703999999,1967.90085944707,332.205894411978,1229.798,1823.721
129,48.6179715,4122.59966394362,656.184764108572,1916.602,2793.673,38.8943771999999,1814.63315169172,283.065330348883,1178.565,1794.65
130,48.994855,3954.7885331582,638.009175666227,1873.866,2753.576,39.1958839999999,1766.35960716309,290.695782139464,1146.903,1765.496
131,49.3717385,3768.50681521502,609.674802561514,1830.254,2717.711,39.4973907999999,1668.48267949016,280.91766781959,1095.878,1737.033
132,49.748622,3572.85068308485,586.823218718091,1786.721,2678.303,39.7988975999999,1591.59889150917,273.429257201581,1058.062,1706.683
133,50.1255055,3407.94044580993,564.051177931308,1738.713,2637.534,40.1004043999999,1473.37263141083,245.197153741121,1006.108,1675.766
134,50.502389,3208.55335738607,537.745152770927,1688.339,2595.826,40.4019111999999,1385.07887765283,234.277028393766,963.914,1644.076
135,50.8792725,3011.14780597083,508.876704857343,1636.128,2551.627,40.7034179999999,1294.82273011073,223.135318817199,925.016,1609.897
136,51.256156,2814.70002814187,480.491196930505,1583.778,2507.168,41.0049247999999,1202.38861470142,213.016305683152,876.64,1579.956
137,51.6330395,2644.68744087335,457.389620623354,1526.867,2463.981,41.3064315999999,1123.54297132949,198.60196749052,838.513,1548.493
138,52.009923,2427.73590085612,423.203151208665,1464.318,2418.625,41.6079383999999,1018.23627219911,185.102374449253,789.757,1516.223
139,52.3868065,2094.00655161877,327.558307245414,1363.937,2372.204,41.9094451999999,936.130983583873,175.369713304603,752.456,1483.486
140,52.76369,1908.04256873237,297.229676077788,1288.08,2328.142,42.2109519999999,859.417315236906,164.290501843967,711.352,1452.758
141,53.1405735,1743.13416963889,275.218975975992,1224.426,2283.612,42.5124587999999,794.036778483085,153.512417669185,672.931,1420.783
142,53.517457,1564.85677197105,250.407223951071,1156.707,2241.665,42.8139655999999,730.982363411623,147.17169972556,639.622,1393.924
143,53.8943405,1393.98901812399,234.850874730958,1088.575,2198.567,43.1154723999999,664.796867663202,135.387964048966,593.218,1363.122
144,54.271224,1226.7733251958,206.919898556351,1014.276,2156.557,43.4169791999999,602.821753400793,120.632727042161,547.606,1335.923
145,54.6481075,1076.59070527667,184.295580589043,931.678,2109.218,43.7184859999999,553.348996016043,111.348916002838,506.469,1306.655
146,55.024991,935.612918296133,161.955344966879,826.927,2063.265,44.0199927999999,489.656288224617,98.0538622500756,463.982,1280.74
147,55.4018745,768.153186517791,136.507248488835,662.333,2013.231,44.3214995999999,430.256533659889,90.0086502355834,414.182,1253.825
148,55.778758,632.88887725171,113.047728426802,571.716,1957.147,44.6230063999999,389.543163345546,80.8384721343189,378.636,1227.956
149,56.1556415,497.158456098916,92.4858482852434,458.961,1904.191,44.9245131999999,335.629837309083,73.1512038747088,333.3,1202.777
150,56.532525,391.218440407998,72.929619645496,348.314,1856.024,45.2260199999999,295.021227563801,64.9809956283529,295.136,1177.867
151,56.9094085,323.946068108507,57.1630494899763,284.782,1807.388,45.5275267999999,261.991842883934,57.333498897063,272.201,1154.386
152,57.286292,230.850932769768,39.3113149210959,166.04,1755.291,45.8290335999999,232.912349563844,52.3336496225198,241.378,1131.264
153,57.6631755,173.601442686761,27.6014406542396,111.452,1714.785,46.1305403999999,202.602263641547,46.0270215603119,208.472,1114.33
154,58.0400589999999,158.624587307359,26.1242124594882,98.127,1669.668,46.4320471999999,189.693639395579,45.19750111249,193.485,1095.947
155,58.4169424999999,130.850144198762,22.8061306682005,77.132,1626.093,46.7335539999999,161.60253800747,40.0044758432485,162.829,1082.655
156,58.7938259999999,98.5481229337463,17.3176597600087,55.479,1596.529,47.0350607999999,136.753553810076,35.3512070297816,138.355,1068.486
157,59.1707094999999,55.8793961852286,9.72697949774768,33.443,1563.537,47.3365675999999,122.14064933317,33.3001324978383,117.146,1054.486
158,59.5475929999999,21.374080256959,3.89760977538254,12.421,1527.45,47.6380743999999,104.677281945238,29.1013954366026,97.895,1043.487
159,59.9244764999999,22.580107456959,3.95442624441144,11.186,1496.13,47.9395811999999,91.7106513622985,26.2548903382547,81,1030.798
160,60.3013599999999,20.6020238026872,3.57375590191781,6.946,1459.886,48.2410879999999,72.5675691451091,20.7948276645774,60.773,1020.742
161,60.6782434999999,14.3707038056221,2.90332156737679,5.135,1429.653,48.5425947999999,61.4831371794826,16.5563190750215,48.917,1009.995
162,61.0551269999999,11.3783630256442,2.4431081682427,3.557,1405.594,48.8441015999999,48.8804574995666,13.0848328173557,44.535,1003.489
163,61.4320104999999,4.02932512568352,0.7954305664046,1.255,1382.557,49.1456083999999,34.5721977968928,9.32358256764249,24.552,997.139
164,,,,,,49.4471151999999,28.2267033082959,7.43727579588301,19.637,991.705
165,,,,,,49.7486219999998,23.9324502912088,5.38051961703683,15.191,986.168
166,,,,,,50.0501287999999,16.8407645426695,3.07377097446349,11.223,980.635
167,,,,,,50.3516355999999,9.11706202564422,1.5340446637803,5.187,977.208
168,,,,,,50.6531423999998,7.59881431135466,1.3067787876647,4.082,973.903
169,,,,,,50.9546491999998,5.0328685371001,0.8522470354335,3.133,970.585
170,,,,,,51.2561559999998,4.2791015371001,0.66475268763813,2.4,966.235
171,,,,,,51.5576627999998,1.81975451426695,0.24999246372716,0.364,961.926
